title,label
影片下午6時全世界沒想到！拜登突然官宣！訪問台灣！,1
夏威夷豪宅市場噴出,0
NBA》聯盟喊停5場例行賽 9支球隊受影響,0
重大好消息！新加坡聯合早報獨家報導：4月4日起世衛組織認定新冠患者將不以核酸陽性為依據疫情將於年內宣告結束,1
這次大選是美國史上最大的釣魚行動一切都是川普總統長時間計畫好的。選票不但有浮水印可辨真假...2萬國民警衛隊已派赴各州抓捕選舉詐欺犯,1
打高端赴日 需自費PCR 國民黨要陳時中道歉,0
影片中央政策已決定病毒共存所以對新冠病毒的認識是必須的只要照下列影片的做法就安全了,1
影片宣稱美軍已經接管了台灣的空戰指揮系統,1
Omicron非終點 世衛：下一變異株傳染力可能更強,0
提早放暑假遊戲股辣椒、華義、昱泉漲停,0
台灣2022年GDP年增 外銀估仍居亞洲四小龍之冠,0
妙齡女竟是柬國人蛇集團小帳房 屏檢拘提到案聲押裁准,0
疫情大流行一年半 全球仍未從錯誤記取教訓,0
亞太傳統藝術節登場 展現國際合作藝術風貌,0
媒體報導打臉公投 同婚專法 三讀通過,1
日相岸田文雄聯合國大會演說批俄動搖國際秩序 呼籲聯合國改革,0
川普推特發文支持郭台銘參選,1
入境0+7最快10月13日上路 29日起取消PCR改快篩,0
台灣新聞居然沒報導！選戰比較重要轉貼哈根達斯：檢測到的致癌物,1
被通知匡列後若在防疫旅館隔離期間無確診需自行支付14天隔離的所有費用,1
昨天蔡英文總統訪問中和南山一菜市場與豬肉攤主的對話...因為我不是賣肉的我其實是個便衣刑警,1
球王喬帥假造確診報告外媒揭重大疑點,0
東加王國傳首例確診 主島如臨大敵封城一周,0
香港疫情延燒 大增7533例確診創單日新高,0
呂秀蓮的理性談話：兩岸哪有什麼恩怨 兩岸只有親情和恩情...,1
憂新冠、流感再起 國民黨團籲超前部署2合1篩檢試劑,0
影片在雞眼前畫一條直線雞就會被催眠不動,1
葉匡時貼文～衞福部憑什麼資格成立捐款專戶,1
科學家研究發現在70到79歲這個年齡段的老人每月平均有兩次健康問題...70到79歲這段時期人的各種器官衰退較快。而進入80歲以後疾病就會出現下降趨勢精神和機體的健康則可恢復到60到69歲那樣的水平,1
莫德納次世代疫苗昨開打！4469人接種 今再78萬劑到貨,0
無薪假1.7萬人 製造業近600人最多,0
影片四川峨眉山金頂一攝影者在山頂蹲守三天三夜終於拍攝了金頂雲海真的不容易值得欣賞,1
方向燈至少要閃五下不管實線虛線 都要給它打好打滿,1
世界上沒有一百分的政府 蘇揆報告悼染疫死者,0
影片稱川粉開始失控化身暴徒攻進國會而川普和家人及親信透過視訊全程觀察不僅形同遙控；現場氣氛歡樂如同開趴,1
網站文章香港暴徒的酬勞曝光：『殺警』最高給2000萬！,1
AZ、嬌生疫苗說不定會致癌、mRNA疫苗技術最先進沒有副作用,1
世衛：全球8萬到18萬醫護人員死於新冠肺炎,0
多則地震防災訊息地震時要往黃金三角空間跑、要躲在冰箱或鐵櫃旁、要往樓上跑、馬上開門、關燈、關瓦斯,1
港澳防疫政策不同 專家：北京因應兩地經濟模式,0
單日再破5萬例 轉折點估在下旬,0
國際公約規範當發生重大災害鄰國可不經受災國之同意便入境救援,1
猴痘如COVID-19流行 醫生說有這種狀況才會傳染,0
影片今天聯合國正式警告美國：立即停止侵犯台灣裴洛西必須為訪台道歉否則解放軍無限期軍演,1
邊境管制周四放寬 蘇揆指示做好事前盤點和準備,0
影片12月2日拜登最害怕的事發生了美國民主峰會徹底搞砸了110國元首當場退席,1
圖卡路口請注意！不是路燈是新型監視器,1
法擴大健康通行證規定 65歲以上打3劑才能進餐廳,0
輝瑞執行副總裁Rady Johnson在家中被捕,1
影片宣稱大騙局快要被拆穿了新冠病毒的死亡率與普通流感一樣,1
11/14開始禁止用(line)臉書傳任何選舉有關之訊息。切勿觸法。 請大家注意。 罰500萬。,1
月經遲7天衰老晚10年,1
研究：染疫增加嚴重血栓風險 疫苗有助預防,0
最新喬貴賓主任醫師報導：90%的新冠病毒遇到茶水混合一分鐘就消失殺滅了、日本研究...發現多喝茶可以降低新冠肺炎感染,1
嘉玲掰掰！新冠本土+7 境外+75,0
憂新冠、流感夾擊 藍：快買2合1快篩,0
義大利總理熱門人選梅洛尼：當選後加強與台灣合作,0
牛排含蟲影片：吃牛排你還敢吃五分熟六分熟嗎,1
新冠後遺症驚人影響 11歲蘿莉暴瘦大變 插鼻胃管進食,0
影片宣稱公共汽車司機拒絕打開車門直到他戴上口罩。 最終他戴上口罩司機打開車門他則向司機開槍...這就是美國,1
高中職生飲酒比例達3成 自己買或家人提供占7成,0
Omicron不一樣 澳總理宣布：澳洲不再封城,0
台灣研發中藥清冠一號飲片：每日1劑1000 cc水煎成300cc藥汁...,1
美國《時代雜誌》：這是一場由惡毒演員操弄假新聞、性別歧視、煽動演說主導的選戰配上韓國瑜照片,1
奇美護理師的資訊施打新冠疫苗前不能空腹、施打疫苗前後要喝水、補充維生素C...服用慢性病藥物者(高血壓、糖尿病)要在飯後服藥較無副作用...施打疫苗後3天內禁食海鮮、酒、刺激性與辛辣食物,1
WHO警告 還不能將新冠病毒視為地方性流行病,0
疫後出國潮…0+7才公布 旅行社電話接不完,0
美親密盟友想將手伸入印太 專家曝弱點：實習生,0
美國雷神、波音7人代表來到烏克蘭文尼察7月14日遭俄軍飛彈擊斃,1
照片解放軍海軍官兵近距離目視台灣花蓮和平電廠巡航台灣海岸線,1
加拿大累計15例Omicron確診 重症病例增幅恐攀升,0
中國執行清零方針 發現1例陽性患者全縣管制,0
疫後航空產業迎曙光 飛航講座年輕學子反應熱烈,0
境外移入＋8例 無新增死亡,0
影／邊境解封1階段 9月29日起3+41人1室、取消唾篩改發4劑快篩,0
臺灣盛產的又換一種新詐騙方式了！他們會先在超市門口...請你掃描行動條碼...憑身份證 + 手機號碼再錄個點頭的影片...用你的身份證號 + 手機相片...進行貸款,1
巴西施打新冠疫苗追加劑 間隔縮為4個月,0
媒體報導南韓家長爭相讓未成年兒子結紮,1
持3期臨床試驗才能申請正式藥證 王必勝：高端目前尚無,0
訊息嘉義縣三處被徵收為集中檢疫所沒事避開這些地方以防空氣中的病毒或飛沫感染,1
丹麥批准高危族群 服用默沙東COVID-19口服藥,0
美FDA授權輝瑞BNT 替5至11歲童打COVID-19加強針,0
本土增3.9萬例 次世代疫苗最快本周開打,0
台南資訊無礙城市有愛 易讀 保障資訊近用權,0
高端生技董事會名單！現在董事會成員：董事長蔡英文 副董兼執行長邱義仁...看到這些名單就了解為什麼要擋進口疫苗,1
影片稱塔利班獲得敗先生贈送美式自動重機槍武器塔利班試射美式自動武器17人送命,1
最晚10月中旬改0+7 觀光局：禁團令同步解除,0
快樂缺氧是這幾天的熱門議題影片教『俯臥式加上咳嗽』可舒緩新冠病症,1
Delta蔓延出奧克蘭 紐西蘭祭更嚴格旅遊疫苗規範,0
《經濟》星展10卦卜台灣 GDP上看3％、房市軟著陸,0
逐步解封免疫負債將反撲 王必勝：口罩沒戴好更嚴重,0
口罩禁令要到明年3月才調整王必勝：應該不會這麼久,0
桃園+4091守護市民心理健康 補助心理諮商每次2000元,0
影片宣稱看看美國人是這樣在武漢軍運會車上傳播新冠病毒的事實勝於雄辯,1
團客指引出爐 王必勝：明政院將再開會決定具體內容,0
刑法24條：緊急危難之阻卻違法事由受疫情影響可以至超商拿取食物、現金供生存警方有意見告知這是刑法24條、23條賦予權利,1
確診數暴增消耗資源 韓國發展居家治療體系,0
捐血一袋害人一命接受捐血可能暴露在愛滋病偽陰性結果而不慎感染,1
影片中國宣布：斷交立陶宛、立陶宛建交台灣 立陶宛副外長對華道歉稱立陶宛台灣代表處不應設立,1
客委會首辦客語能力高級認證 逾2千人報考,0
影片可樂能腐蝕掉牙齒當然可以腐蝕掉皮膚、血管如果人泡在可樂裡一個月將中毒身亡有可能會屍骨無存,1
時代立委籲找振興解方 讓郵輪產業紮根台灣,0
影片請每位女性的同學親朋好友 在照X光牙科跟乳房的時候一定要要求甲狀腺護罩以免得到甲狀腺癌、甲狀腺癌可能跟病人在照牙科的X光片和乳房X光檢查有關,1
華視文化董事長鄧長富、天下雜誌顧問石靜文出席2019兩岸媒體人北京峰會,1
第二批Novavax今抵台 為COVAX配發共50.4萬劑,0
世衛組織：新冠病毒大流行結束在望,0
Omicron病例暴增 荷蘭宣布封鎖 倫敦進入重大事件狀態,0
F-16V採購慘遭砍半 專家指出這國2大問題,0
本土＋382 境外＋149 陳時中：確診數量恐再上升,0
奇怪華航在美國發生這麼大的事怎麼沒聽到台灣有報導,1
蔣萬安喊大巨蛋1年內完工 陳時中：很難相信,0
還能開放嗎 日實驗團客入境僅3天確診新冠 ,0
中國商務部暫停天然砂對台出口一旦從中國進口的渠道被切斷將對台灣製造晶片產生影響,1
品觀點｜快篩陽性怎麼辦 居隔打1922一般人醫院採檢,0
北市九合一選舉模擬投票演練 發燒可戴手套投票,0
台中市社會局長表示：身分證性別欄位將取消男、女更改為L.G.B.T四欄,1
一個檸檬、二塊薑、三個大蒜、一瓶陳醋500c.c...吃上一個月後...發現血管乾乾淨淨堵塞的地方已經全通了,1
即日起~只要底下任意留言貼圖就會發送給你囉,1
邱彰：元首不與國家共存亡那誰還愛國啊蔡英文演練逃離台灣到美國會讓台灣變赤貧 ,1
9/1那天領回65歲的免費快篩劑沒注意看check 一下竟然是SARS-COV-2的試劑、當然對OMICORN是測不出來,1
世衛：全球防疫計畫ACT-A 未來一年需6570億,0
邊境解封配套霧煞煞 專家轟中央毫無準備假防疫之名拚選舉,0
王國材專文登上愛爾蘭媒體 籲ICAO納入台灣,0
前陣子美國、台灣人收到的中國包裹裡面裝有不明植物種子現在日本人也收到了證實為大豕草,1
本土＋23創今年新高 北桃高都現確診 境外＋45,0
防範新變種 拜登下令禁南非等8國旅客入美,0
吃竹炭食品會得塵肺...即使是真的能吸收毒素也極易導致體內水電平衡紊亂...細微顆粒很可能吸入肺中並吸附在肺葉上吃下去後很難排出體外,1
Gogoro 智慧電動機車十月銷售與掛牌雙創今年新高 PBGN 電動機車加總掛牌高達 9501 輛,0
日本官房長官確診COVID-19 岸田非密切接觸者,0
輝瑞執行長接種4劑疫苗 確診COVID-19症狀曝光,0
蘑菇茄子一起吃會中毒,1
《半導體》力智H2難逃庫存魔咒 外資仍看衰,0
影片月亮在北極的俄羅斯和加拿大邊界上升到落下大約30 秒然候遮擋太陽5 秒然後立即落下。它非常美麗自然界奇觀難得一見,1
普丁的豪言震驚西方...美國白宮發言人立即喊話俄羅斯...美國國家智庫蘭德公司向拜登總統提交報告,1
在緊急篩選抗冠狀病毒的藥物中...以尼古丁殺毒效果最佳,1
訊息陳建仁前副總統主導國產疫苗研發單位美國偷偷給原料、技術...高端疫苗跟莫德納系出同門美國已把疫苗偷塞換給我們了,1
新北疫苗接種！今開放第6期預約 登記方式、時間一次看,0
COVID症狀大致好轉 拜登：身體狀況不錯,0
這幾天看到中國鼠疫爆發然後發現一個很可怕的傳染途徑就是紙箱。。。。。跳蚤很喜歡產卵在紙箱上面鼠疫傳染方式也是跳蚤,1
影片9/27 日前以色列政府宣布第三針失效未來只有接種了四針的人才會被算作『完全接種』....以色列人民走上街頭抗議疫苗護照 ,1
小馬可仕首次聯大發言提海洋法公約 未談南海裁決,0
盼新冠肺炎降為季節流感 專家曝2關鍵：恐永難達成,0
高市議會通過公債條例 估撙節利息4.11億,0
凡是當過兵的男生都知道每禮拜四是莒光日是軍隊重要的思想教育。衛福部因此找阿翰反串女士官演了一齣莒光日情境劇叫做雨後的天空,1
陽明醫院公衛所張武修教授傳給大家的消息：超商宣佈重大事件。旗下飲品全都用越南茶葉含劇毒戴奧辛,1
美軍老毛病又犯 承認B-21轟炸機計畫生變,0
連結台灣銀行 政府補貼領取補貼,1
世衛輕忽疫情 9成國家生活品質下降,0
寮國振興經濟 9日全面重新開放旅遊,0
影片宣稱記者探望病愈在家的英國首相強生...他的家真像是遺棄的三綫軍工場舊址...也許是客廳太小只好自己端着茶盤...,1
台達電旗下達爾生技 將參與台灣醫療科技展秀防疫實力,0
境外移入＋10例 無新增死亡個案,0
中國海南才宣布社會面清零 又發現新增本土確診,0
COVID-19攻陷太平洋島國 薩摩亞索羅門延長封城令,0
賀錦麗在演講時點燃大麻照片,1
影片台北市捷運站這位小姐下樓梯還看手機踩空摔倒不可收拾脖子斷了,1
授權新華社向全世界通告：中華人民共和國恢復行使對台灣主權台灣的一切海權丶空權由中華人民共和國管轄,1
影片大快人心 法國向美國索要疫情損失 老美這下徹底“玩大了” ,1
台灣兩則須知道的生活常識：到超商使用傳真機叫車、手機撥110不用出聲,1
影片稱陳時中丟臉到韓國新聞,1
研究：已完整接種者染疫 傳給同住者機率仍達38％,0
影片重慶山洪爆發城市被淹26個省份被淹三峽緊急放水下游陷入危急！群眾損失巨大！,1
成人接種普及且產量激增 印度擬恢復疫苗出口,0
媒體報導酒店妹混入罷工現場自抬身價,1
10月13日起入境0+7 國境解封自主防疫缺配套,0
照片眾多台獨前輩們....請看清楚曾幾何時台灣獨立要靠這群...,1
公文烏克蘭政府臨時法令：釋放重刑犯充軍 並提供武器戴罪立功,1
影片宣稱昨天下午新店隧道火燒車執政黨封鎖新聞祈禱神憐憫台灣,1
今日新增1例死亡 本土＋5 境外＋40,0
影片蜂蜜可以阻斷病毒的複製希望各位好朋友都平安健康多喝蜂蜜水,1
3/7本土確診+2 境外+27,0
媒體報導哈佛研究：垃圾食物危害精蟲、男人若常吃垃圾食物可能會造成精蟲生產『不可挽回的傷害』,1
休傑克曼染新冠病毒 自稱症狀輕微如感冒,0
何時解除口罩禁令 衛福部長：流感季節最好還是戴口罩,0
美國網球公開賽8/29開打 喬科維奇不克參賽,0
今本土病例數3.9萬下降幅度小 王必勝：要觀察會不會反覆,0
頭條揭密》刺胳針：警惕長新冠後遺症 女性罹患率高3成,0
影片宣稱小豬經不起母豬母奶中的萊克多巴胺濃度起乩了、飼養瘦肉精可怕後遺症神經系統癲癇發作一樣,1
傳言引述美國媒體報導指出：美國 FBI已經警告我們華人區將會有暴動因為美國有六十萬的無業流氓最近監獄又釋放很多罪犯出來...他們會出來生事、暴動搶劫向我們華人下手,1
搶攻年底高端商機 Club Med推『北海道全包粉雪假期』,0
重複感染定義放寬 超過14天再感染也算數,0
影片把眼藥水滴在腳上真厲害很多還不知道這個作用一年省下好幾百,1
劉若英先生鐘小江是中醫世家當過3年中醫靠中醫打動劉若英的心,1
世衛秘書長譚德塞籲 明年終止新冠疫情,0
圖片新的衛星信號顯示俄羅斯在烏克蘭的邊界建了建築物（營房）。 營房擺出來 — #Let 's Go Brandon# 的字樣,1
今日本土確診＋7 境外＋73,0
江賢二藝術園區第1階段揭幕 預計2024年完工,0
烏東分離地區投票入俄 馬克宏：假公投不會承認,0
確診亡不用24小時內火化 法規明定盡速處理 朱學恒：衛福部沒解釋,0
影片宣稱怪不得台灣人染新冠病毒人很少現在終於找到原因了、澳洲的研究香蕉的成分能有效破壞新冠病毒的組織,1
這段時間不要往舊金山中國城！加州通過46號法案後偷竊或搶劫只要$950以內不算有罪,1
試用俄製鼻腔式新冠疫苗 普丁：沒不舒服,0
楊梅是皮蛇（帶狀皰疹）的尅星...10分鐘驗完血後女醫生確定是得了帶狀皰疹...吃了兩天的楊梅後居然神經不痛康復了,1
印度兒童感染蕃茄流感 國際期刊：已成地方疾病,0
紐約華盛頓街頭挺韓（高雄市長韓國瑜）看板景象...國旗飄揚,1
文章呂秀蓮的心聲,1
圖表／滾動調整每周都有變化！最新防疫規定整理看這裡（持續更新）,0
烏來的新娘潭連日大雨新娘終於出現了,1
Omicron像感冒分辨不出3大特殊症狀要注意,0
廣枝音右衛門捨命保全台籍青年 戰火下事蹟感動台日,0
莫德納向美FDA申請批准 6歲以下接種COVID疫苗,0
圖片宣稱臺南已經橫屍遍地了大家注意安全戴好口罩,1
巴西擬對5至11歲兒童施打COVID-19疫苗,0
籲富國助貧國防疫 世衛官員：否則雙手沾滿鮮血,0
國巨第3季營收創同期新高 第4季審慎應對,0
影片13日！F16飛行員找到了！原來根本沒有墜海！現場驚人一幕曝光！果然在中國出現了,1
影片宣稱東非肯亞政府要求百姓勿上街群聚出動警察無效因為肯亞人不甩警察改派肯亞的馬賽族⋯⋯連螞蟻也沒了,1
KPMG安侯建業解析 疫後稅務、資安及缺工議題,0
媒體報導西班牙男性被騙4年　以為吸大麻結果是香菜,1
20大前北京清查感染軌跡 天津闢謠無封城,0
10月13日移工入境打2劑改0+7 社福移工顧老幼需住旅館、期間不工作,0
校園防疫放寬 變相要學生打3劑,0
南韓緊急宣布升級為四級因為他們微解封3天而已咖啡聽、餐廳、開放內用連二日確診數達1200人都是變種病毒打疫苗第一劑都打的差不多第二劑也打30%..,1
府新增6名確診案例 與正副總統無接觸史,0
新矽盾崛起 盛保熙：台灣有條件成為亞洲CDMO中心,0
中國媒體擷圖：有藥了！成年男性排出精液可抑制冠狀病毒！中國科學院上海藥物所、武漢病毒所聯合研究,1
越南推進與病毒共存 國內旅行暫停健康申報,0
長庚醫院分享給大家 炒蛋禁忌...炒蛋或蒸蛋時不可先在蛋汁中加入鹽巴...因為鹽與蛋中的乳酸菌結合會產生氯有毒...,1
國碩董事長陳繼仁上週病逝享年54歲自知生命將走到盡頭寫下這封信...面對產業危機我每天工作16小時17年來過度超用自己的身體然而為時已晚...我現在能作的就是奉勸員工平常好好使用身體,1
復活節島森林大火 摩艾石像燒到焦黑,0
一個人最有生產力的年齡是60到70歲；人類生產力第二高的階段是70至80歲；第三個最有生產力的階段是50歲和60歲。以上內容來源於《新英格蘭醫學雜誌》,1
莫德納次世代雙價疫苗 彰化縣10月8日起受理線上預約,0
圖表部份輻射汙染地區輸台食品,1
這幾天下雨 氣溶膠量高 病毒更容易在空氣中傳播,1
英批准輝瑞COVID－19口服藥 染疫初期使用最有效,0
彰化最幸福的村在這裡 重陽禮金健保補助都加碼,0
影／0+7期間陽性出門如何罰 指揮中心給答案,0
金正恩宣布戰勝疫情 北韓解除口罩佩戴令,0
美股2021封關收黑 標普500全年漲27％,0
影片這個影片別台看不到的在烏克蘭戰死的俄羅斯軍隊回到了俄羅斯俄羅斯的人都跪下來為他們祈禱看了真的很感動,1
照片指稱是孫中山年輕時的舊照,1
圖卡孩童家庭防疫補貼6/15開放請領,1
語音檔稱衛福部疾管署用語音電話追蹤國人健康進行健康登記諮詢詳情請按0,1
大家投票當天記得一定要戴口罩哦...武漢那邊的不明肺炎...臺灣也有確診病例,1
義大利最大的報紙《共和報》刊登了俄羅斯總統蒲亭列數了烏克蘭八宗罪狀,1
解除邊境檢疫 工商界支持：盡快公布開放時間,0
台大醫師團契訊息...重症新冠肺像 “SARS+AIDS”...免疫系統也幾乎全被摧毀...多器官衰竭是新冠病毒重要死亡原因...出院的病人可能會像B型肝炎病人一樣長期帶病毒生存,1
疫情狂燒惹民怨 陳建仁呼籲：同命共好 中央與地方合作,0
圖片宣稱沒有繁忙的客船沒有遊人威尼斯的水終可見底鱷魚先生終於也能出來抖抖氣,1
影片宣稱前天美國最新機器人老婆Alice艾麗絲公開露面...買一個這樣的老婆你就是活到101歲你老婆還是21歲那樣動人,1
影片宣稱講手機靠近瓦斯桶小瓦斯桶沒關瓦斯所以造成氣爆,1
美政界晚宴快樂群聚 多名高官確診新冠,0
照片宣稱美國人就是這樣玩弄世界。他2017年帶著100萬美金來台灣換了3300萬台幣...一年下來花了400萬今天把剩下的2900萬台幣換成100萬美金...,1
台灣警署的新服務：手機撥 850 +計程車的車牌號碼GPS就會一路保護妳,1
高雄市＋2592例 BA.5已進入社區流行階段,0
在做核酸檢測前一定要清洗口腔喝水否則容易出現假陽性另外甜橙、鹹菜等食物在檢測前不能吃也會出現假陽性,1
德國暫停所有COVID-19的疫苗...連中共都要陸續叫停了台灣政府還在推高端,1
應該更常喝啤酒的7個科學原因啤酒可防骨鬆、改善膽固醇、降低心血管和糖尿病風險、預防腎結石和癡呆症還可以抗癌,1
日跟進G7下月鬆綁邊境 8成國家入境免隔離!,0
翁啟惠轉史丹佛醫院董事會成員對新冠病毒的建議,1
台北馬偕醫院傳來訊息好多人因為吃了生魚片胃壁附著『海獸胃腺蟲』,1
大病初癒 保養是續命關鍵！新冠肺炎癒後的中醫調養,0
影片世衛秘書長譚德塞暫未接種新冠疫苗,1
疫情衝擊求職難 中國考研究所人數估破500萬,0
反分裂法／反滲透法 1/15生效選舉的PO文不分藍綠請全部刪掉以免惹事生非。1/16就會開始執行,1
非洲豬瘟也會感染牛羊人類也難倖免,1
香港著名抗疫專家袁國勇染疫 笑稱：3年來總算可放假,0
佛奇：打完3劑參加大型派對也不安全,0
WHO將成立新委員會 加速因應COVID與猴痘等疫情,0
台灣波蘭高教論壇 教育部率團赴華沙交流,0
圖片宣稱統促黨正在積極護衛藻礁,1
世衛公布染新冠長期症狀 衛福部將訂診斷碼因應,0
韓國月底前開打第4劑疫苗 瑞典建議逾80歲長者接種,0
台股量縮逾3成 金管會：去年高基期所致,0
苗縣+1106 新冠死亡65歲以上占88％,0
這是每天 COVID-19感染的情況請大家注意...,1
影片大反轉！沃爾瑪 英特爾全崩潰了！拜登緊急取消新疆棉禁令！,1
竹縣+1197例！9衛生所連4天加開夜間接種 免預約隨到隨打,0
巴西總統再失言：新冠疫苗和愛滋有關,0
巴西大規模疫苗接種奏效 多州出現零死亡,0
文章日本沒有教師節...日本不僅地鐵上有教師專座大街上有教師商店,1
影片最新台中大里槍戰現場（四死） 詐欺公司下線投靠海線老大把詐來的錢全部黑吃黑！ 被詐欺頭家找人直接處理,1
東螺溪整治有起色 溪畔企業揪團炒熱戀戀欒樹節,0
影片好恐怖喔！枯黃的菜浸泡藥水馬上新鮮漂亮的青菜難怪癌症到處都是,1
快打追加劑 美CDC曝：新冠死亡率降90％,0
英國宣布禁止給12歲以下的孩子注射新冠疫苗,1
美國豬肉今天超前抵台明天起買豬肉請睜開大眼不明來源豬肉貢丸肉類再製品購買前要三思再三思,1
嘉義縣covid-19抗病毒藥劑資源網 鄉鎮覆蓋率100％,0
羽球一哥周天成返台 落地採檢陽性後送隔離,0
影片搭配訊息不要再吃滷味賣的無骨雞腳越南都是輸出一些有問題的食品台灣又大量進口越南去骨加工廠是正港『人嘴』去骨 ,1
10月1號開始：汽機車鴐駛人行進間拿出手機開罰單1000元；抽菸就罰600元,1
訊息指稱台灣高一歷史課本已在教導孩子：日本是我們的母國！,1
新冠肺炎變種新疫情症狀為痠疼痛、結膜炎、咽喉痛、瀉肚子、手指腳趾變色、頭痛、皮疹跟舊疫情不同,1
影片苗栗繼父虐童案...引起網友的公憤及肉搜網友集結把這人渣吊起來請吃克難飯狠父遭鄉民處理癒影片,1
開車不開窗是致命的！！汽車的儀錶板、沙發、空氣濾清器會釋放苯...若停在戶外大太陽下溫度超過攝氏15.5度苯超出允許量的40倍,1
全球疫情線上峰會登場 籌得逾30億美元抗疫新資金,0
Omicron席捲歐洲 多國COVID-19新增確診創新高,0
印度Delta變異病毒目前中醫找到了一種有效的中藥方劑結果廣州感染病人已經痊癒至今無人死亡,1
影片突發！美國宣布所有中國人別想入境！下一秒中國直接宣布：震動世界的一幕上演,1
神奇地瓜葉！我是曾馨瑩地瓜葉非常神奇唷！痛風不發作三高也遠離還可抗癌,1
音檔最近不要吃豬肉豬死太多了病菌找不到藥物來控制所以養豬工會開會決定賣便宜賣給超市、菜市場、加工廠...這個病菌不會傳染給人但怕吃了身上長瘤,1
本土＋13 高雄也爆確診,0
圖片宣稱為了幫助鳳梨農民這是國軍三月份的菜單,1
影片這是在湖北省建始縣花坪拍到的難得一見的九頭鳥。十幾位攝影家用了62天才拍到此影片,1
中國民間衛星公司引用一張衛星圖宣稱可作為證據直接駁斥台灣網路謠言宣稱解放軍手持望遠鏡照片為P圖,1
3萬紓困補助...是從勞工自己的勞退金裡挪用的,1
MLB》張育成確診COVID-19 守護者多名球員染疫,0
台灣一女孩突然暴斃驗屍結果居然是...死者生前每天也會服食維他命C...問題出在她晚餐吃了大量的蝦...蝦 + 維C = 中毒,1
文章標題宣稱母乳...血液變成乳汁,1
圖片中國無人機日前被金門獅嶼據點守軍擊落有當地人放出疑似殘骸圖片,1
影片宣稱日本沖繩縣石垣市提議將釣魚台改名...大陸的反應比台灣實際...大陸福建省晋江閩晉漁5179號渔船...直接撞擊日本海警鑑,1
疫情反撲民眾要自保 醫籲做好兩件事,0
影片東加海底火山爆發,1
3/16烏克蘭調查局逮捕了烏克蘭外交官此人試圖走私14萬美元8.8萬歐元12公斤金條13.8公斤的黃金首飾,1
進度落後對手 賽諾菲停止開發mRNA COVID疫苗,0
影片宣稱新妙招印度捉到沒有戴口罩的市民 關到一架救護車裡鎖住 裡面有一個假扮確診的患者...,1
連結懇請大家救濟 我是台灣人在烏經營音響店因被毀店鋪導致我們的音箱無法售出無奈求助好心回血價售出！免關稅費我們承擔,1
再破5萬！今增50710例 40歲男意識改變腦炎亡,0
『駐紐約台北經濟文化辦事處』的牌子已被換成『駐紐約中華民國領事館』嶄新的牌子,1
確診幾次才能完全免疫 德版佛奇一句話解答,0
左手香可治療新冠確診,1
請注意看這個很清楚很實用...乾咳+打噴嚏=空氣污染...乾咳+打噴嚏+身體疼痛+虛弱+高燒+呼吸困難=冠狀病毒,1
足球巨星梅西曝新冠後遺症：1個多月無法跑步,0
內容農場文章指出全家篩檢女兒爸爸都中大腸癌！醫生警告香蕉和它（優酪乳）一起吃比砒霜還毒,1
免疫系統強的人就算感染到COVID-19 病毒自身會有抵抗力自癒...平常要吃動物性蛋白質與脂肪以增加免疫蛋白增強抵抗力...吃冰或喝冰飲料人的免疫系統會暫時停止抵抗病毒4個小時...,1
X-PITCH 2022全球150強出爐AI最夯 11月1日半準決賽,0
​​瑞士一個月前宣布凍結俄羅斯3000億美元的資產這兩天又宣布不參加對俄羅斯制裁了,1
美國COVID-19口服藥發送點倍增 藥局醫院都可領,0
直播／又破4萬！今增45608例本土 境外242例 28例病歿,0
藻礁只能在海水污染嚴重的桃園沿海才能看到是海水重度污染指標物種,1
新增4例COVID-19境外移入確定病例,0
影片大家注意！這不是變電箱哦！是大馬路邊！專門偷拍測錄駕駛超速！違規警示箱！,1
中職／睽違3年！ 獅隊林子崴22日重回一軍先發,0
多倫多僑界發共同聲明 籲國際支持台灣入聯合國,0
照片宣稱美國德州大雪休士頓人家的屋頂灌下水又結冰,1
開卷書摘》喬科維奇enter成功！學出入境英文,0
舌頭運動有助於控制和預防失智症（老年癡呆症）、腦不萎縮80不痴呆只要一個『小動作（動舌頭）』,1
影片稱下雨天走路看到有積水的地方要閃過以免危險,1
指揮中心到底何時退場蘇揆：責任還沒結束,0
本土＋17 創今年新高 西堤相關有14人,0
影片：烏克蘭車隊遭俄羅斯部隊襲擊現場慘不忍睹！膽小者勿開啟視頻！戰爭可怕啊！,1
請盡量避免行駛花蓮大橋 7/15早上地震橋樑整個裂開移位暫時不要行駛,1
照片：西班牙選手幫助肯亞選手奪冠、今年奧運故事 西班牙選手幫助肯亞選手奪冠 ,1
美國新研究有助解開COVID腦霧症狀謎團,0
秋行軍蟲早已入侵台灣,1
印度巫師聲稱如此可治新冠肺炎,1
次世代疫苗今再到貨,0
疫情及升息影響 香港經濟狀況陷困境,0
影片稱杜拜港口貨輪大爆炸、昨天泰國的化工廠爆炸太​​恐怖了,1
最新詐騙手法請小心..真的匯給你錢跟你要個人資料可是事後地下錢莊來催討⋯⋯,1
汙水再生供應半導體 台南安平再生水南科配水池將完工,0
圖片小學三年級教怎麼戴保險套,1
榮總急診部王醫師傳送@ 很寶貴的養生短文,1
圖片宣稱美國疾控中心的統計數據顯示美國人注射輝瑞等疫苗已造成死亡病例653人,1
北京馬拉松11月恢復舉辦 民眾期待防疫鬆綁,0
